title,grade,element,way
유린기♡중국 닭가슴살 튀김요리가 맛있다해^^,중급, 닭가슴살 3덩이# 우리 밀가루 2T# 달걀 2개# 빵가루 1종이컵# 포도씨유 1종이컵# 양상추(소) 1개# 대파 1대# 무순 1팩# 간장 5T# 식초 5T# 설탕 5T# 다진마늘 1T# 다진양파(중) 1개# 청고추 1개# 홍고추 1개씩#,"닭가슴살은 소금,후추,청주에 30분 밑간합니다. 고기를 재우는 동안 채소를 손질해요.#양념(소스)을 미리 타주세요.#밑간한 닭가슴살을 키친타올로 잘 닦아줍니다., 밀가루-달걀물-빵가루를 통에 담아주세요.#먼저, 고기에 밀가루를 묻혀주세요.#다시 달걀물을 묻히세요.#마지막으로 빵가루를 묻혀요. 손으로 꾸욱꾹 눌러서 묻히면 튀김옷이 잘 벗겨지지 않아요.#세 덩어리에 튀김옷을 잘 입혀요.#포도씨유 넣은 팬을 약불에서 가열해주세요. 고기를 넣고 뚜껑을 덮어주세요. 5분 후 뚜껑을 열고 뒤집어주세요. 다시 5분을 뚜껑 덮고 튀겨주세요.#튀긴 고기는 기름이 빠질 수 있는 망에 올려요. 고기를 튀기는 동안, 양상추는 먹기좋은 크기로 찢어 놓고 대파는 채썰어 큰접시에 펼쳐서 담아요. 고기도 썰어주세요.#준비해둔 소스를 숟가락으로 올려주세요. 무순도 이쁘게 올려요. 완성입니다. 채소와 곁들여 드세요.^^#"
외국 불로그에서도 대박난 특별한 맛의 중국요리 동파육.,중급, 통삼겹살 600그람# 붉은 양파 1개# 파채 50그람# 참기름 2작은 술# 소금 1/2작은 술# 물 1컵# 간장 3큰술# 설탕 1큰술# 꿀 2큰술# 참기름 1작은술#,"삽겹살 통째로 600그람을 물이 끓을 때 넣어줍니다., 붉은 양파 한개도 껍질채 썰어 넣어요.삶는 과정은 고기의 누린내 잡내를 없애주는 과정입니다.#중불에서 30분정도 끓여 , 젓가락이 쑤욱~들어갈 정도로 익으면 삽겹살을 건져주세요., 흐르는 찬물에서 깨끗하게 씻어요.찬물에 씻는 과정은 육즙을 가두어서 고기를 탱글탱글하게 쫀득쫀득하게하는 과정입니다.#1.5cm~2cm 두께로 썰어 팬에서 노릇노릇 익힙니다.고기의 고소한 맛을 내는 과정.#물1컵. 간장 3큰 술. 설탕 1큰 술을 넣고 뭉근하게 서서히 조립니다., 국물이 거의 없어지면 꿀 2큰 술 참기름 1작은 술을 넣고 , 뒤적뒤적 하면서 조금 더 조립니다.고기에 간을 넣고 이번엔 고기를 부드럽게하는 과정.#참기름과 소금으로 밑간한 파채를 중심에 올리고..., 완성된 동파육을 가장자리에 돌려 담기 해요., 음식을 그릇에 낼 때는 가장자리 여백이 있어야 요리가 돋보여요., 접시에 꽉 차게 담는 것은 절대로 금물~~, 정갈하게 조금씩만 담아냅니다*^^*고기를 먹음직스럽게 윤기를 내는 과정.#"
브로콜리 새우 볶음,아무나, 자숙새우 12마리# 브로콜리 1공기# 소금 1작은술# 식용유 1작은술# 다진마늘 1작은술# 마요네즈 1큰술# 굴소스 1/2큰술# 맛술 1큰술# 후추 약간#,"브로콜리는 한송이씩 떼어내주세요.#냉동자숙새우는 찬물에 담가서 해동해주세요(5~10분 정도)#브로콜리에 소금을 뿌리고, 끓인물을 부은후 바로 건져 찬물에 헹궈주세요.#체반에 받쳐 물기를 빼주세요.#해동한 자숙새우와 브로콜리는 키친타올로 남아있는 물기를 닦아주세요.#팬에 식용유 1작은술을 두르고, 다진마늘 1작은술을 넣고 볶아주다가#마요네즈 1큰술,굴소스 1/2큰술,맛술 1큰술,후추 약간 넣고 섞어준후 (약불에서)#자숙새우와 브로콜리를 넣고 볶아주세요.#센불에서 재빨리 30초에서 1분정도 볶아주세요.#완성그릇에 담아주세요.#"
부추베이컨말이,초급, 부추 1줌# 베이컨 9장#,"부추는 흐르는 물에 씻은 뒤, 물기를 제거하고 베이컨 길이에 맞춰서 잘라줍니다.#베이컨은 길이대로 반을 잘라서 준비합니다.#베이컨을 하나씩 떼어 펼쳐주고,, 그 위에 미리 잘라놓은 부추를 조금씩 올려줍니다.#그대로 돌돌 말아주기,, 베이컨의 기름으로 자동접착이 되어 풀리지 않으니 한번에 말아주세요.#베이컨9장을 사용, 반 잘라서 총 18개가 완성되었어요.#후라이팬을 깨끗이 닦아준 뒤, 부추베이컨말이를 차곡차곡 올려줍니다., 베이컨에서 기름나오니 식용유는 전혀 필요없습니다.#베이컨이 말린 끝부분을 바닥면으로 향하게 하여 먼저 구워주고 완벽하게 접착이 됩니다., 앞뒤로 굴려가며 노릇노릇 중약불에서 구워주면 완성!!#"
새우굴소스파스타,초급, 파스타면 100g# 청양고추 2개# 마늘 30g# 버터 30g# 새우 6마리# 파마산치즈가루 약간# 오일 3T# 소금 약간# 굴소스 1.5T#,냄비에 물을 2/3정도 채우고 소금을 약간 넣고 끓여준다 물이 끓으면 파스타면을 넣고8~10분간 익혀준다#면이 다 익으면 면을 채반에 받친뒤 면수는 버리지말고 따로 받아둔다#마늘과 고추는 작게 편썰어서 준비해둔다#새우는 날카로운 머리부분을 반 잘라 손질해놓는다#썰어둔 마늘과 고추를 기름두른팬에 볶아준다#마늘이 어느정도 익으면 손질해놓은 새우와 버터를넣고 약한불에서 타지않게 볶아준다#새우가 익어갈쯤 삶은파스타면을넣고 면수 한국자와 굴소스를넣고 섞어준다#그릇에 예쁘게담아준다#완성된파스타에 파마산치즈가루를 솔솔뿌려 마무리해준다#
실패는없다!백종원 냉국레시피!,초급, 오이 1게# 불린미역 1/2줌# 양파 1/2개# 당근 4분의 1개# 식초 6스푼# 다진마늘 1스푼# 설탕 4스푼# 소금 1스푼# 진간장 1/2작은스푼# 청양고추 1개# 홍고추 1개# 물 500ml# 통깨 약간#,"모든 재료는 채썰어 준비해 세요#믹싱볼에 500ml 물을 붓고, 설탕 4스푼을 넣고 잘 저어 주세요#소금 1스푼도 넣어 잘 녹여 주세요#다진마늘 1스푼#식초 6스푼#진간장 반 작은술 넣고 잘 섞어 준비다, 설탕과 소금이 잘 녹도록 섞어 주세요#마지막으로 준비된 오이 당근 양파 고추 미역을 넣고 통깨 솔솔 뿌려주면, 오이미역냉국 완성 ! !#"
[간단 자취요리] 몽쉘로 쫀득쫀득 컵브라우니 만들기!,아무나, 몽쉘카카오맛 4개# 우유 5~6T# 초콜릿 약간#,"재료를 준비합니다#우선 몽쉘을 그릇에 넣고 으깨줍니다.#우유도 넣고 비벼줘요.우유는 +,- 가능해요 우유가 많으면 좀 더 부드러운 느낌이고, 우유가 적으면 더 쫀득한 느낌입니다!#컵에 반을 채워주세요 :D#중간에 초콜릿을 넣어주세요 (생략가능)#윗부분도 반죽으로 덮어줍니다.#전자렌지에 돌려주세요.전자레인지전자렌지 사양에 따라 달라서 우선 저는 1분 + 1분 30초 돌려줬는데요 여러분들은 1분 돌리시고 상태보시면서 30초씩 추가해보세요 그게 제일 안전합니다! 당연히 양이 늘어나면 돌리는 시간도 늘어나겠죠? (사양이 다 다르니까 콕 집어서 말해드리기가 애매하네요 ㅠㅠ)#"
맛보장! < 고추장황태채볶음 >,초급, 황태 70g# 고추장 2T# 고추가루 1T# 설탕 1/2T# 다진마늘 1T# 매실액 1T# 술 3T# 간장 1/2T# 올리고당 1T# 마요네즈 1T# 깨 1T#,"황태채를 먹기 좋게 자릅니다, 저는 엄지손가락보다 좀 작은듯 하게 잘라랐어요큰 가시는 떼 버려주세요#흐르는물에 씻어서 물기를 제거합니다물기를 너무 꽉 짜지는 말고 어느정도 물기를 가지고 있을정도로 짜주세요#달군 팬에 기름(3T)을 넣고 황태를 넣고 볶아요기름이 없어질 때 까지 볶아주세요#볼에 키친타올을 깔고 볶은 황태의 기름을 제거해주세요그동안 양념을 만들어요#양념을 만듭니다, ,고추장2T,고추가루1T,설탕1/2T,다진마늘1T,매실액1T,술3T(미림),간장1/2T,올리고당1T,깨1T#팬에 약불로 양념을 끓입니다양념이 쉽게 탈 수있어서 약불로 끓여요#끓어 오르면 황태를 넣습니다#양념이 베이도록 버무려 주며 볶습니다 이때도 양념이 타지않게 빠르게 섞으며 볶아주세요#마요네즈1T를 넣어 섞습니다고소하고 더 부드러운맛이나요#깨를 뿌려줍니다#완성#반찬통에 딱 들어갈 정도의 양이에요, 맛있는 밑반찬 ""황태구이무침"" 만들어보세요#"
야꿀의 요리 닭 간장조림 만들기(치킨보다 맛있는 닭 요리),초급, 닭 볶음탕용 1마리# 꽈리고추 약간# 마늘 약간# 생강술 약간# 물 100ml# 간장 4큰 술# 설탕 4큰 술# 맛술 4큰 술# 물엿 1큰 술#,"닭은 찬물에 한번 헹구어 물기를 빼주세요., 소금, 후추, 생강 술을 넣고 버무려 주세요.생강술(생강을 갈아서 청주나 소주에 섞어주면 돼요. )#양념장 재료를 모두 넣어주세요.#설탕이 녹도록 잘 섞어 주세요.#예열된 팬에 식용유를 넣고 밑간 한 닭을 구워주세요.(껍질이 바닥으로)#뚜껑을 닫고 중간불에서 5분간 익혀주세요.중불~강불#5분 뒤 뚜껑을 열어서 뒤집어 주세요.#마늘을 넣고 노릇노릇할 때까지 구워주세요.#아까 만든 양념장을 넣고 같이 졸여주세요#양념이 잘 베이도록 한 번씩 뒤집어 주세요.#완성되기 직전에 꽈리고추를 넣어서 섞어주세요.#접시에 담아 깨를 뿌려주면 완성#"
데리야키 닭고기 구이,초급, 정육된 닭다리살 250g# 대파 1개# 식용유 1큰술# 녹말가루 적당량# 미림 2~3큰술# 간장 2큰술# 설탕 2작은술# 생강 간것 1작은술#,"정육된 닭다리는 흐르는 물에 씻고, 한 입크기로 썰어줍니다.#녹말가루를 닭고기 앞뒤로 뿌려 얇게 입혀주세요.- 양념이 잘 엉겨 붙고, 양념이 찐득해져서 흐르지 않게 되요., - 녹말가루를 껍질 부분에 넉넉히 뿌려주면, 바삭하게 만들 수 있어요.#파는 어슷썰어 준비합니다.#미림 3큰술, 간장 2큰술, 설탕 2작은술, 생강 간 것 1작은술을 섞어 양념을 만들어 줍니다.#달궈진 팬에 식용유 1큰술 정도 둘러줍니다.#닭고기 껍질부분 부터 노릇하게 구워주세요.중불#다시 뒤집어 기름을 1큰술 정도 남겨놓고, 키친타월로 제거해준 뒤에, 파를 넣고, 닭고기 껍질 부분이 바삭해질 수 있도록 뒤집어 가며 구워줍니다.#껍질이 위를 향하게 하고,파의 향이 나면, 양념을 프라이팬 가장자리에 흘리듯 부어주고, 양념이 걸쭉해 질 때까지 조려줍니다.약불껍질 부분은 마지막에 남은 양념을 뿌려서 입혀주면, 바삭한 식감을 맛볼 수 있어요.#고기가 다 익으면, 접시에 옮겨 담고, 남은 양념을 껍질 위에 뿌려주면 완성!#"
"[다이어트요리] 에어프라이어에 맛있게 구운 ""닭가슴살꼬치""♪",아무나, 생 닭가슴살 300g# 양파 70g# 파프리카 빨강 35g# 파프리카 노랑 35g# 파프리카 초록 35g# 허브솔트# 식용유 약간#,"생닭가슴살을 준비해주세요~냉동실에 넣어뒀던 거라면 전날 미리 냉장고에 넣어서 자연해동을 추천드려요.#사방 3cm크기 정도로 깍둑썰기 해주고요~#닭꼬치에 같이 곁들여줄 양파와 파프리카도 닭가슴살과 비슷한 크기로 썰어줍니다.채소는 좋아하시는 걸로 취향껏 변경가능해요.#대나무꼬치를 준비, 닭가슴살-양파-빨강파프리카-닭가슴살-양파-노랑파프리카-닭가슴살-양파-노랑파프리카-닭가슴살 순서로 차곡차곡 끼워주세요.#닭가슴살 300g 분량이면 15cm 대나무꼬치 기준으로 7개가 나와요.#꼬치를 끼운 후 허브솔트를 뿌려서 밑간해주고요~#이후 밑간이 스며들 수 있도록 10여분간 그대로 놔둡니다. 그리고 식용유도 조금씩 발라주고요~#에어프라이어 오븐 안에 닭가슴살 꼬치를 넣어주세요.#에어프라이어 온도 설정은 180도에 10분으로 해서 먼저 돌려주세요.에어프라이어#10분 뒤에 노릇해지면 뒤집어서 추가로 5분을 더 돌려주세요.#180도에 10분, 뒤집고 5분!! 이렇게 하면 전체적으로 잘 익은 닭가슴살꼬치가 완성된답니다.#접시에 담아내고 맛있게 먹어주기^^#"
하찮은 냉동미니돈까스에서 고오급 난자완스 만들기,초급, 미니 돈까스 23개# 고추장 1큰술# 케첩 1큰술# 간장 1큰술# 올리고당 2큰술# 다진마늘 1큰술# 물 2큰술# 참기름 1/2큰술#,"양념장 재료들을 넣고 잘 섞어주세요.#프라이팬에 식용유를 넉넉하게 붓고, 미니 돈까스를 기름에 튀겨주세요.#돈까스가 다 익으면 키친타올을 준비해서 , 기름을 닦아주세요.#소스를 붓고 자작하게 졸여주면 완성입니다.#"
예쁜 오징어요리 오징어 쪽파강회,중급, 오징어(小) 1마리# 쪽파 1/2줌# 소금 1작은술# 파프리카(빨강/노랑) 각 1/5개# 초장#,"오징어는 흐르는 물에 깨끗하게 씻은 뒤 끓는 물에 1분 10초간 데쳐주세요., 채반에 밭쳐 열을 한 김 식혀주세요.큰 오징어라면 1분 30초 정도., 오래 익힐수록 질겨지니 조리시간은 꼭 지켜주세요.#냄비에 다시 물을 붓고 끓여주세요., 끓어오르면 소금 1작은술을 넣고 쪽파를 흰부분부터 넣어 30초간 데쳐주세요.소금을 넣어주면 쪽파의 푸른색이 선명해져요., 오래 데치면 물러져서 맛이 없어요., 또한 영양소가 파괴되므로 살짝 데쳐주는 것이 포인트랍니다., #데친 쪽파는 재빨리 찬물에 여러 번 헹군 뒤 물기를 꼭 짜주세요.#오징어 다리는 가닥가닥 썰어주세요. (긴 것은 2등분), 다리 길이에 맞게 파프리카도 채 썰어 준비해주세요.베리츄는 파프리카 2종을 준비했는데요., 콜라비, 양배추 등 향이 너무 강하지 않은 아삭한 채소를 넣어줘도 맛이 괜찮을 것 같아요^^#몸통은 모양을 그대로 살려 가로로 썰어주세요.몸통까지 오징어 쪽파강회로 만들 거라면 다리와 비슷한 크기로 썰어 준비해주면 됩니다.#파프리카와 오징어 다리를 가지런히 두고 쪽파를 돌돌 말아주세요.#쪽파를 말아줄 땐 왼쪽 사진처럼 세로로 위치를 잡아준 뒤 가로로 돌돌 말아 묶어주면 됩니다., 끝부분은 돌돌 말아진 부분에 살짝 꽂아주면 끝!, 아주 간단하게 만들 수 있어요.#"
"두부조림 / 자작한 국물,담백한 두부조림 우리집 밥도둑~ ^^*",초급, 두부 2모# 홍고추 2개# 풋마늘대 1뿌리# 통마늘 1줌# 올리브오일 3테이블스푼# 진간장 2테이블스푼# 참치액 1/2테이블스푼# 매실액 1/2테이블스푼# 맛술 2/3테이블스푼# 페퍼론치노 1테이블스푼# 후추 톡톡# 물 100ml#,"모두부 네모네모 썰어요.#홍고추 다져요. 송송송~, *홍고추 반가르고, , 속살쪽을 길게 썰어 다져면 쉽게 다져져요!!!, *마늘대도 송송 썰어 준비해요., *통마늘도 2-3번 잘라요.(크기가 작음 썰지않아도 되요)#준비된 다진 홍고추 + 송송썬 마늘대 + 다진마늘(1쪽), 볼에 담고 양념소스 섞어요.#간보기하고, 입맛에 맞게 소스 조절하세요!!!, (취향껏)#두부 조림할 냄비에 네모나게 썰어 둔 두부, 펼쳐 넣어요~, 섞어 둔 양념, 페퍼론치노 조금두부위에 솔솔솔!!!, 썰어 둔 마늘도 톡톡톡~ (두부 사이사이에~)#두번 반복해줘요~, (두부깔고 양념~ 두부깔고 양념~), *양념올리고, , 물 보충을 해요., 여기서두 소스 맛보세요. ^^*, 두부가 잠길듯~~요.#보글보글 끓여요., 첨엔 뚜껑열고 한소끔 끓여요!!, 그리곤, 뚜껑닫고 10-15분끓여줬어요., 저희는 부드럽고 담백한걸 좋아해요., 오래끓이면 단단해집니다. 반면, 두부에 간은 깊게 배요., 취향대로 끓여 드세요~~#"
버섯찌개 - 숙주버섯찌개,초급, 느타리버섯 1팩# 숙주나물 2줌 가득# 식용유 2# 다진마늘 1# 고춧가루 3# 국간장 3# 멸치다시마육수 6# 소금# 후춧가루#,"느타리버섯이랑 숙주는 깨끗하게 손질해서 준비해 줍니다.#멸치왕창 넣고~~ 다시마도 한장 넣고 육수를 진하게 끓여 줍니다.#냄비에 식용유2,다진마늘1,고춧가루3을 넣고약불에서 양념을 볶아 줍니다. 양념이 타지 않게 약불로 볶다~ 국간장3을 넣고 고추기름과 잘 섞이게 볶아주세요.#이젠 버섯을 넣어 양념장에 고루 볶아주고~#숙주도 넣어 볶아줍니다.#고루 잘 볶아주기!#멸치다시마육수를 6컵 부어줍니다.#10분정도 끓이다 파를 넣고 5분 더 끓여 마무리 해주세요. 부족한 간은 소금으로~ 입맛에 따라 후추를 넣어 주셔도 됩니다.#"
밥상 디톡스 브로콜리 마늘 볶음/해독 밥상/야채 마늘 볶음,초급, 브로콜리 1개# 마늘 10쪽# 소금 1/2T# 올리브유 2T# 후춧가루 약간#,"브로콜리는 송이송이 먹기 좋게 썰어주세요 :)#끓는물 3컵에 소금 1/4T를 넣고 브로콜리를 데친 후 찬물에 헹구어 냅니다#팬에 올리브유 2T를 두르고#썰어둔 마늘을 넣고 볶아주세요#마늘을 어느정도 볶다가 브로콜리를 넣고,, 소금 1/4T,#후춧가루를 약간 넣어주시면,, 브로콜리 마늘볶음 완성!!, 참 쉽죠 :) 흐흐#건강 식재료로 유명한 요 두아이, 브로콜리와 마늘을 함께 볶아내니, 깔끔하고 담백한 맛이 뿜뿜! 'ㅂ' 매운 요리의 사이드 반찬으로도 최고예요 :) 저는 다른 포스팅으로 다시 돌아올게요 우리 곧 다시 만나요 씨유쑨! ♥#"
느끼함은 잠시 접어둔 담백한 참치까스,초급, 델큐브 참치 2캔# 양파 1/4개# 당근 조금# 대파 1대# 계란 1개# 다진마늘 1작은술# 후추 조금# 소금 1작은술#,"참치는 위생비닐을 끼고, 손으로 으깨어 주세요.#양파. 당근. 대파 뿐만 아니라 냉장고안의 자투리 야채를 아무거나 사용하셔도 되요.#양파는 수분이 많으므로, 잘게 썰은뒤에 마른 후라이팬에 넣고 중불에서 살짝 볶아주세요.#분량의 재료를 모두 볼에 담은후에 골고루 섞어가며 치대어 줍니다. 반죽이 너무 질 경우에는 빵가루나 전분으로 되기를 맞춰주세요.#많이 치댄후 반죽은 두툼하게 원형모양으로 모양을 만들어 주세요.#밀가루 혹은 부침가루. 계란. 빵가루 순으로 반죽에 옷을 입혀 주세요.#이렇게 만드셔서 냉동실 보관하며 가끔 반찬으로 굽거나, 튀겨서 주면 돈가스 인기 못지 않아요.#튀기는 것보다 후라이팬에서 앞뒤로 노릇노릇~ 익혀주면 기름기를 훨씬 덜 흡수하겠죠?#취향껏~ 소스를 뿌려 드시면 되요.#"
"[얌무진 레시피] 쫀득쫀득, 바삭, 달콤! 떡 맛탕 만들기",아무나, 가래떡 (영상에선 한 뼘짜리 두 개 사용) 1그릇# 설탕 2T# 올리고당 6T# 물 4T# 간장 1/2T#,먼저 해동한 떡을 먹기좋게 썰어줍니다.#팬에 기름을 두르고 떡을 구워주세요약불#양념을 모두 넣고 졸여줍니다중약불#소스가 끈적해지면 떡을 넣고 섞어줍니다.약불#
<노오븐> 톡톡 깨먹는 재미 달달한 크림브륄레 만들기!!!,중급, 바나나우유 또는 원하는 우유 240ml# 계란노른자 3알# 설탕A 50g# 설탕B 10g# 옥수수전분 1큰술# 소금 1꼬집#,계란노른자에 설탕A와 옥수수전분을 넣고 가루가 안보일때까지 섞어주세요#우유를 넣고 덩어리가 지지않게 잘섞어주세요#냄비에 2번을 넣고 약불에서 계속 휘저어가며 걸쭉해질때까지 5분정도 끓여주세요#짤주에 만들어진 크림을 담아주세요#원하는 공병에 짤주에 담은 크림을 2/3정도 담아줍니다#위에 설탕B 10g을 뿌려주세요#라이터총이나 토치로 윗면에 뿌린 설탕이 녹을정도로 데워주세요#
초간단 반찬,,,
브로콜리 새우볶음 만들기,아무나, 브로콜리# 빨강 파프리카 약간# 냉동 새우 취향껏# 다진마늘 1t# 맛술 1t# 굴소스 1t# 후추# 참기름# 소금 약간씩# 노랑파프리카 약간#,"브로콜리는, 끓는물에 소금을 넣고 1분정도 데쳐낸 후 찬물에 헹궈 체에 받쳐 물기를 빼주세요.#파프리카는 먹기좋은 크기로 썰어주세요., 파프리카는 생략하셔도 됩니다.#냉동 새우는 흐르는 물에 씻어 주세요.#팬에 기름 두르고 달군 후 먼저 다진마늘 1t 넣고 볶아주세요., 마늘을 편썰어 노릇하게 볶으셔도 됩니다~#새우 넣고 맛술 1t, 후추 톡톡 뿌려 볶아주세요., 센불에서~#브로콜리와 파프리카 넣고 굴소스 1t 넣어 휘리릭 재빨리 볶아주세요~#부족한 간은 소금으로 해 주시고,, 참기름, 통깨 뿌려 마무리 하면 끝!!#"
"[핑거푸드] 다이어트에도 좋은 ""파프리카 계란찜""♪",아무나, 계란 2개# 파프리카 빨강 1개# 파프리카 노랑 1개# 애호박 다진 것 1스푼# 다진당근 1스푼# 대파 다진 것 1스푼# 소금 약간#,"우선 파프리카를 준비, 흐르는 물에 깨끗하게 씻어서 꼭지를 살짝만 남기고 잘라줍니다.#파프리카 윗부분을 잘라서 뚜껑을 만들어 주고요~ 파프리카 속은 과도를 이용, 깨끗하게 파내주세요.#계란2개를 잘 풀어서 준비합니다.#애호박, 당근, 대파를 각각 잘게 다져서 1스푼 정도씩의 양이 나오게 준비하구요~#미리 풀어놓은 계란물에 다진채소들을 넣고 소금간을 살짝 한 후에 잘 섞어주세요.#그리고 숟가락으로 떠가며 파프리카 안에 계란물을 채워줍니다.계란찜은 익으면서 부풀기 때문에, 가득채우지 않고 파프리카 안 7~80%만 채워줍니다.#계란물을 넣고 나면 파프리카 뚜껑을 그대로 덮어줍니다.#접시째 그대로 옮겨 전자렌지에 넣어주고요~ 5분간 나눠 돌려줍니다.전자레인지전자렌지 사양에 따라 집마다 차이가 있기 때문에, 3분 먼저 돌리고 상태를 확인 후 추가로 더 돌려주면 됩니다., 5분이 정해진건 아니니 상태봐가며 돌리세요.#완성된 파프리카 계란찜!!!#한 김 식혔다가 4등분해서 핑거푸드 마냥 그냥 손으로 잡고 맛나게 먹어주면 됩니다.#파프리카 자체 수분가득한 채소의 아삭달콤함과 계란찜을 부드러움이 만나 최고랍니다.#"
연두부와 어린새싹,아무나, 연두부 1팩# 어린 새싹 약간# 진간장 2큰술# 올리브유 2큰술# 식초 2큰술# 설탕 1큰술# 레몬즙 1큰술# 참기름 1큰술# 다진마늘 1/2큰술# 깨소금 약간#,"간장 2큰술,올리브오일 2큰술,식초 2큰술,레몬즙 1큰술,참기름 1큰술,설탕 1큰술,다진마늘 1/2큰술을 넣고 양념장을 만들어 주세요 (오리엔탈드레싱은 4인분 정도 입니다)#어린 새싹을 접시에 깔고 그위에 연두부는 물기를 빼고 올려 주세요.#연두부 위에 오리엔탈드레싱 1큰술을 올리고 깨소금을 뿌려 주세요.#완성된 모습입니다.#"
단짠단짠 마성의 베이컨덮밥♡,초급, 베이컨 6장# 양파 1/2개# 진간장 1스푼# 설탕 1스푼# 맛술 1스푼# 다진마늘 1스푼# 굴소스 1/2스푼#,양파 반개는 채썰어주고 베이컨은 먹기 좋게 잘라주세요#팬에 식용유를 두르고 베이컨을 조금 볶다가 양파를 추가해 더 볶아 주세요중불#양파가 조금 익었을때 분량의 소스를 붓고 졸여 줍니다#밥위에 졸인 베이컨을 얹어준후 계란노른자를 올려 주면 더 맛있어요^^#
저칼로리 된장 참치 양배추롤 만들기 w. 한길식품,초급, 양배추 6장# 참치 1캔# 양파 1/4개# 애호박 1/4개# 버섯 조금# 쪽파 조금# 된장 1t# 고추장 1t# 다진마늘 1t# 물 1/2컵#,"양배추는 단단한 심지를 잘라내고 흐르는 물에 잘 씻어주세요#찜기에 쪄도 되지만 저는 간단하게 비닐봉지에 씻은 물기가 있는 양배추를 넣어, 5분 돌려주었어요, 말랑말랑하게 익으면 꺼내서 식혀주세요#양파, 애호박, 버섯, 쪽파는 잘게 썰어 준비하고 참치는 기름을 쪽 빼주세요#팬에 기름을 살짝 두르고 양파, 애호박을 넣어 볶아주세요#양파가 투명해지면 버섯을 넣어 볶아주세요#야채들이 볶아지면 고추장, 된장, 다진마늘, 물을 넣어 끓여주세요#일반 된장의 반 정도만 넣어도 충분히 깊은 맛이 우러나온답니다 1t넣습니다.#보글보글 끓어 어느 정도 졸여주세요#어느 정도 졸아들면 참치를 넣고 볶아주세요#마지막으로 쪽파를 넣어 살짝만 버무리면 된장 참치 속(?) 완성입니다#식은 양배추를 세로로 겹겹이 쌓아 넓게 펴주세요#만들어 둔 참치 속을 듬뿍 넣어주세요#끝에서부터 돌돌 조심히 말아주세요#칼로 슥슥 잘라준 뒤 접시에 플레이팅해주면 됩니다#영양소 골고루 갖춘 저칼로리 참치 양배추쌈 만들기 완성#"
[간단 자취요리] 두부를 쫄깃한 고기식감으로 만들기! 두부탕수 만들기,아무나, 두부(부침용) 1모# 각종채소# 물 300ml# 식초 4T# 간장 3T# 설탕 5T# 굴소스 1T# 전분# 물#,"먼저 두부를 포장 그대로 냉동실에 얼려줍니다.(하루)#그리고 찬물에 담아 해동해서 준비합니다.얼린 두부는 꾹꾹 눌러도 안 부서져요! #키친타올을 덮고 접시나 손으로 눌러 물을 짜주세요!#탕수육 고기 크기로 두부를 잘라줍니다.#비닐팩에 전분가루와 두부를 넣고 흔들어요!#기름에 튀겨줍니다.중불#팬에 물과 양념들을 넣어줍니다.물 300ml(종이컵 1컵반 정도), 식초 4T, 간장 3T, 설탕 5T, 굴소스 1T#끓으면 야채도 취향껏 넣어주세요.#또 끓으면 전분물을 조금씩 넣어가며 농도를 맞춰주세요! 전분물은 물과 전분가루를 1:1로 섞으면 됩니다.#"
굴소스카레볶은밥,아무나, 양파 1/2개# 당근 조금# 호박 조금# 청양고추 1개# 햄 조금# 계란 1개# 굴소스 1숟가락# 카레 1숟가락#,재료를 준비해주세요^^#후라이판에 기름 넣으시구 양파와 파를 넣고 볶아주세요^^#계란을 하나 풀어서 스크램블 해주고여^^#남은 야채도 넣어서 볶아주세요^^#밥을 넣고 굴소스 한숟가락 넣고 볶아주시고여^^#마지막으로 카레가루 한숟가락 넣어서 잘볶아주시면 되요^^#완성~^^#
간단하게 속편한 국 끓이기! 새우젓 연두부달걀국,아무나, 물 약 500ml# 연두부 1팩# 달걀 2알# 양파 1/4개# 새우젓 1t# 소금 약간# 송송 썬 대파 적당량# 다시마 5cm x 5cm 1장# 멸치 8-10마리#,"분량의 재료를 준비해주세요. 연두부는 먹기 좋은 크기로 썰고 양파는 채 썰어주세요.연두부 1모, 달걀 2알, 양파 1/4개#달걀 2알은 소금 한꼬집 넣어 잘 풀어주세요.달걀 2알, 소금 한꼬집#새우젓 1t는 종종 다져서 준비해주세요.새우젓 1t#냄비에 물 약 500ml를 넣고 멸치, 다시마를 넣어 센불에서 끓이다 끓어오르면 중약불로 줄여 약 10분간 더 끓여주세요.물 500ml, 멸치, 다시마센불-중약불#약 10분 후, 다시마는 건져내고 채 썬 양파를 넣어 센불에서 약 3분간 끓여주세요.채 썬 양파센불#그 다음 연두부를 넣어주세요.연두부센불#끓어오르면 다진 새우젓 1t를 넣어주세요.다진 새우젓 1t센불#송송 썬 대파도 넣어주세요. 그리고 멸치는 이 단계에서 건져주세요!송송 썬 대파센불#그 다음 약불로 줄이고 달걀물을 원을 그려가며 넣고달걀 2알약불#불 끄고 냄비 뚜껑 덮어서 약 2-3분간 뜸들여 주세요.#약 2-3분 후, 달걀이 익으면 부족한 간을 소금이나 새우젓으로 맞추면 완성입니다:)소금, 새우젓#"
