인천수의사회유기동물,032-515-7567,인천수의사회유기동물,인천광역시 옹진군,개+고양이,인천광역시 계양구 다남로165번길 56 (다남동) 인천수의사회유기동물보호소,37.571188167,126.728413758,
장성군동물보호센터,***********,장성군동물보호센터,전라남도 장성군,개+고양이,전라남도 장성군 삼서면 대중길 29-27  ,35.241536,126.610565,
장수군 보호소,063-350-2437,장수군 보호소,전라북도 장수군,개,전라북도 장수군 천천면 승마1로 152  ,35.697976130,127.508157755,
장흥군 동물보호센터,061-860-6713,장흥군 동물보호센터,전라남도 장흥군,개,전라남도 장흥군 안양면 우드랜드길 288 (안양면  남도국제교육원) 축산사업소,34.667650229,126.944610554,
전북말산업복합센터,063-547-3549,전북말산업복합센터,전라북도 김제시,개+고양이,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,35.823616274,126.994724153,
점곡보호소,054-870-6281,점곡보호소,경상북도 청송군,개,경상북도 청송군 현동면 청송로 3128-141  ,36.3038707044,129.0548931881,
정샘동물병원,032-323-4999,정샘동물병원,경기도 부천시,개+고양이+등,경기도 부천시 중동로 244 (중동  상록센트럴타워) 109 110호,37.500363,126.775129,
정읍시 동물보호소,063-535-6295,정읍시 동물보호소,전라북도 정읍시,개+고양이+기타,전라북도 정읍시 2산단5길 37-1 (하북동) ,35.591706185,126.873922745,
정철동물병원,052-287-0348,정철동물병원,울산광역시 북구,개+고양이,울산광역시 북구 진장17길 11 (진장동) 정철동물병원,35.562033122,129.355306941,
제주 동물보호센터,064-710-4065,제주 동물보호센터,제주특별자치도,개+고양이,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,33.455532904,126.589213112,
제주동물보호센터,064-710-4067,제주동물보호센터,제주특별자치도 제주시,개+고양이,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,33.455532904,126.589213112,
제주동물보호센터,064-710-4067,제주동물보호센터,제주특별자치도 서귀포시,개+고양이,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,33.455532904,126.589213112,
제주에니멀119(주),***********,제주에니멀119(주),제주특별자치도 제주시,개+고양이+기타,제주특별자치도 제주시 아봉로 503-1 (용강동) ,35.000000,128.000000,
제천시 동물보호센터,043-647-0059,제천시 동물보호센터,충청북도 제천시,개+고양이+기타,충청북도 제천시 금성면 적성로8길 51 (금성면) ,37.084565721,128.215049843,
조재진동물병원,032-518-3800,조재진동물병원,인천광역시 부평구,개+고양이+기타동물,인천광역시 부평구 원적로 419 (산곡동) ,37.50403046,126.711769941,
종합축산,054-552-2233,종합축산,경상북도 문경시,개+고양이+기타,경상북도 문경시 중앙로 170 (흥덕동) 종합축산,36.599690621,128.202505671,
주동물병원,052-268-8275,주동물병원,울산광역시 남구,개+고양이,울산광역시 남구 돋질로 385-1 (삼산동) ,35.543654331,129.347125727,
증평 가정견 훈련소,***********,증평 가정견 훈련소,충청북도 진천군,개+고양이,충청북도 증평군 도안면 입장길 239  ,36.847345801,127.608962578,
증평동물보호소,043-835-3463,증평동물보호소,충청북도 증평군,개+고양이,충청북도 증평군 증평읍 삼보로 40-51  ,,,
진도군임시보호소,061-540-6329,진도군임시보호소,전라남도 진도군,개+기타,전라남도 진도군 진도읍 성죽골길 30 (진도읍) 진도개축산과,34.482361769,126.278574748,
진안군유기동물보호소,063-430-8174,진안군유기동물보호소,전라북도 진안군,개+고양이,전라북도 진안군 진안읍 예리길 36  .,35.780679249,127.464778941,
진주시동물보호센터,055-749-6134,진주시동물보호센터,경상남도 진주시,개,경상남도 진주시 집현면 신당길207번길 22 (집현면  지역농업개발시설) ,35.227086565,128.121872771,
진해유기동물보호소,055-225-5701,진해유기동물보호소,경상남도 창원시 진해구,개,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,35.1139994618,128.7543116703,
짱구네동물병원,032-511-5515,짱구네동물병원,인천광역시 부평구,개+고양이+기타동물,인천광역시 부평구 평천로 356 (갈산동) ,37.517609587,126.729697564,
차오름동물병원,02-706-7975,차오름동물병원,서울특별시 용산구,,서울특별시 용산구 산천동 93-1,,,
창원유기동물보호소,055-225-5701,창원유기동물보호소,경상남도 창원시 의창성산구,개,경상남도 창원시 의창구 창이대로 71 (명서동  창원시농업기술센터) 축산과,35.2382793017,128.6456003034,
천안시유기동물보호소,***********,천안시유기동물보호소,충청남도 천안시,개+고양이+기타,충청남도 천안시 동남구 충절로 437 (삼룡동) 문의전화 : 입양(010-5913-5119)  구조(010-4999-6119),36.783285614,127.171549914,
철원군,033-450-5394,철원군,강원특별자치도 철원군,개,강원도 철원군 동송읍 장흥로 311  ,38.203400,127.250238,
청도군동물보호소,054-370-6557,청도군동물보호소,경상북도 청도군,개,경상북도 청도군 화양읍 청화3길 10  청도군 농업기술센터,35.6492911927,128.7343704070,
청양보호소,041-940-2977,청양보호소,충청남도 청양군,개+고양이,충청남도 청양군 대치면 청산로 446-17 (대치면) ,36.471193141,126.831396747,
청원동물병원,063-633-3533,청원동물병원,전라북도 남원시,개+고양이,전라북도 남원시 죽항동 278번지,35.407578431,127.38455326,
최동물병원,041-672-0346,최동물병원,충청남도 태안군,개,충청남도 태안군 태안읍 남문리 504-6,36.747003864,126.298537278,
최상오동물병원,043-543-0753,최상오동물병원,충청북도 보은군,개+고양이+기타,충청북도 보은군 보은읍 보은로 119-1 (보은읍) ,36.484828662,127.717656316,
최종주동물병원,043-744-4209,최종주동물병원,충청북도 영동군,개+고양이+기타,충청북도 영동군 영동읍 계산로 54 (영동읍  최종주동물병원) ,36.172622878,127.782333696,
충주시동물보호센터,043-851-3168,충주시동물보호센터,충청북도 충주시,개,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,37.008360672,127.849752507,
쿨펫 홈플러스 북구점,052-286-3567,쿨펫 홈플러스 북구점,울산광역시 북구,개+고양이,울산광역시 북구 신답로 26 (상안동  홈플러스) 쿨펫동물병원 홈플러스 북구점,35.630043356,129.344880426,
태백시유기동물보호소,***********,태백시유기동물보호소,강원특별자치도 태백시,개,강원도 태백시 문의재로 5 (통동) ,37.172887869,129.040791072,
통영시동물보호센터,055-650-6291,통영시동물보호센터,경상남도 통영시,개+고양이,경상남도 통영시 광도면 전두1길 9-8  ,34.904377472,128.404419903,
펫앤쉘터동물병원,031-714-8392,펫앤쉘터동물병원,경기도 성남시,개+고양이+유기유실동물,경기도 성남시 분당구 불정로 266 (수내동  유신제일조합) ,37.367095691,127.127681498,
펫토이동물병원,02-795-2184,펫토이동물병원,서울특별시 용산구,,서울특별시 용산구 한남동 653-26,,,
평창군유기동물보호소,***********,평창군유기동물보호소,강원특별자치도 평창군,개,강원도 평창군 진부면 청송로 61 ,37.636769964,128.553375136,
푸른곡성21동물보호소,061-360-8372,푸른곡성21동물보호소,전라남도 곡성군,개+고양이,전라남도 곡성군 곡성읍 군청로 50  보호소 주소 : 전남 곡성군 곡성읍 구원리 888,35.282028757,127.291965384,
프렌즈동물병원,063-227-4975,프렌즈동물병원,전라북도 전주시,개+고양이+기타,전라북도 전주시 완산구 삼천동1가 592-1,35.796349988,127.122357434,
